Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
LP001020,Male,Yes,1,Graduate,No,12841,10968,349,360,1,Semiurban
LP001024,m,Yes,2,Graduate,No,3200,700,70,360,1,Urban
LP001027,Male,Yes,2,Graduate,,2500,1840,109,360,1,Urban
LP001028,Male,Yes,2,Graduate,No,3073,8106,200,360,1,Urban
LP001029,Male,No,0,Graduate,No,1853,2840,114,360,1,Rural
LP001030,m,Yes,2,Graduate,No,1299,1086,17,120,1,Urban
LP001032,Male,No,0,Graduate,No,4950,0,125,360,1,Urben
LP001034,Male,No,1,Not Graduate,No,3596,0,100,240,,Urban
LP001036,Female,No,0,Graduate,No,3510,0,76,360,0,Urban
LP001038,Male,Yes,0,Not Graduate,No,4887,0,133,360,1,Rurl
LP001041,Male,Yes,0,Graduate,,2600,3500,115,,1,Urban
LP001043,m,Yes,0,Not Graduate,No,7660,0,104,360,0,Urban
LP001046,Male,Yes,1,Graduate,No,5955,5625,315,360,1,Urban
LP001047,Male,Yes,0,Not Graduate,No,2600,1911,116,360,0,Semurban
LP001050,,Yes,2,Not Graduate,No,3365,1917,112,360,0,Rurel
LP001052,Male,Yes,1,Graduate,,3717,2925,151,360,,Semiurban
LP001066,Male,Yes,0,Graduate,Yes,9560,0,191,360,1,Semiurbn
LP001068,Male,Yes,0,Graduate,No,2799,2253,122,360,1,Semiurban
LP001073,Male,Yes,2,Not Graduate,No,4226,1040,110,360,1,Urban
LP001086,Male,No,0,Not Graduate,No,1442,0,35,360,1,Urban
LP001087,f,No,2,Graduate,,3750,2083,120,360,1,Semiurben
LP001091,Male,Yes,1,Graduate,,4166,3369,201,360,,Urban
LP001095,m,No,0,Graduate,No,3167,0,74,360,1,Uban
LP001097,Male,No,1,Graduate,Yes,4692,0,106,360,1,Rural
LP001098,Male,Yes,0,Graduate,No,3500,1667,114,360,1,Semiurban
LP001100,Male,No,3+,Graduate,No,12500,3000,320,360,1,Rurel
LP001106,Male,Yes,0,Graduate,No,2275,2067,,360,1,Urban
LP001109,Male,Yes,0,Graduate,No,1828,1330,100,,0,Urban
LP001112,Female,Yes,0,Graduate,No,3667,1459,144,360,1,Semiurban
LP001114,Male,No,0,Graduate,No,4166,7210,184,360,1,Urban
LP001116,Male,No,0,Not Graduate,No,3748,1668,110,360,1,Semiurban
LP001119,m,No,0,Graduate,No,3600,0,80,360,1,Urban
LP001120,m,No,0,Graduate,No,1800,1213,47,360,1,Urban
LP001123,Male,Yes,0,Graduate,No,2400,0,75,360,,Urban
LP001131,Male,Yes,0,Graduate,No,3941,2336,134,360,1,Semiurben
LP001136,Male,Yes,0,Not Graduate,Yes,4695,0,96,,1,Urban
LP001137,Female,No,0,Graduate,No,3410,0,88,,1,Urban
LP001138,Male,Yes,1,Graduate,No,5649,0,44,360,1,Urban
LP001144,Male,Yes,0,Graduate,No,5821,0,144,360,1,Urban
LP001146,Female,Yes,0,Graduate,No,2645,3440,120,360,0,Urban
LP001151,Female,No,0,Graduate,No,4000,2275,144,360,1,Semiurbn
LP001155,Female,Yes,0,Not Graduate,No,1928,1644,100,360,1,Semiurban
LP001157,Female,No,0,Graduate,No,3086,0,120,360,1,Semiurban
LP001164,Female,No,0,Graduate,No,4230,0,112,360,1,Semiurban
LP001179,Male,Yes,2,Graduate,No,4616,0,134,360,1,Urban
LP001186,f,Yes,1,Graduate,Yes,11500,0,286,360,0,Urbn
LP001194,Male,Yes,2,Graduate,No,2708,1167,97,360,1,Semiurban
LP001195,m,Yes,0,Graduate,No,2132,1591,96,360,1,Semiurbn
LP001197,m,Yes,0,Graduate,No,3366,2200,135,360,1,Rural
LP001198,Male,Yes,1,Graduate,No,8080,2250,180,360,1,Urban
LP001199,Male,Yes,2,Not Graduate,No,3357,2859,144,360,1,Urban
LP001205,Male,Yes,0,Graduate,No,2500,3796,120,360,1,Urban
LP001206,Male,Yes,3+,Graduate,No,3029,0,99,360,1,Urban
LP001207,Male,Yes,0,Not Graduate,Yes,2609,3449,165,180,0,Rural
LP001213,Male,Yes,1,Graduate,No,4945,0,,360,0,Rural
LP001222,Female,No,0,Graduate,No,4166,0,116,360,0,Semiurban
LP001225,Male,Yes,0,Graduate,No,5726,4595,258,360,1,Semiurban
LP001228,Male,No,0,Not Graduate,No,3200,2254,126,180,0,Urban
LP001233,Male,Yes,1,Graduate,No,10750,0,312,360,1,Urban
LP001238,Male,Yes,3+,Not Graduate,Yes,7100,0,125,60,1,Urban
LP001241,Female,No,0,Graduate,No,4300,0,136,360,0,Semiurban
LP001243,Male,Yes,0,Graduate,No,3208,3066,172,360,1,Urbun
LP001245,m,Yes,2,Not Graduate,Yes,1875,1875,97,360,1,Semiurban
LP001248,Male,No,0,Graduate,No,3500,0,81,300,1,Semiurban
LP001250,Male,Yes,3+,Not Graduate,No,4755,0,95,,0,Semiurban
LP001253,Male,Yes,3+,Graduate,Yes,5266,1774,187,360,1,Semiurbn
LP001255,m,No,0,Graduate,No,3750,0,113,480,1,Urban
LP001256,Male,No,0,Graduate,No,3750,4750,176,360,1,Urban
LP001259,Male,Yes,1,Graduate,Yes,1000,3022,110,360,1,Urban
LP001263,Male,Yes,3+,Graduate,No,3167,4000,180,300,0,Semiurbn
LP001264,m,Yes,3+,Not Graduate,Yes,3333,2166,130,360,,Semiurbn
LP001265,Female,No,0,Graduate,No,3846,0,111,360,1,Semiurban
LP001266,Male,Yes,1,Graduate,Yes,2395,0,,360,1,Semiurban
LP001267,Female,Yes,2,Graduate,No,1378,1881,167,360,1,Urban
LP001273,Male,Yes,0,Graduate,No,6000,2250,265,360,,Semiurban
LP001275,Male,Yes,1,Graduate,No,3988,0,50,240,1,Urban
LP001279,Male,No,0,Graduate,No,2366,2531,136,360,1,Semiurban
LP001280,Male,Yes,2,Not Graduate,No,3333,2000,99,360,,Semiurbn
LP001282,Male,Yes,0,Graduate,No,2500,2118,104,360,1,Semiurban
LP001289,Male,No,0,Graduate,No,8566,0,210,360,1,Urban
LP001310,Male,Yes,0,Graduate,No,5695,4167,175,360,1,Semiurban
LP001316,Male,Yes,0,Graduate,No,2958,2900,131,360,1,Semiurban
LP001318,Male,Yes,2,Graduate,No,6250,5654,188,180,1,Semiurban
LP001319,m,Yes,2,Not Graduate,No,3273,1820,81,360,1,Urban
LP001322,Male,No,0,Graduate,No,4133,0,122,360,1,Semiurban
LP001325,Male,No,0,Not Graduate,No,3620,0,25,120,1,Semiurbn
LP001326,Male,No,0,Graduate,,6782,0,,360,,Urban
LP001327,f,Yes,0,Graduate,No,2484,2302,137,360,1,Semiurban
LP001333,m,Yes,0,Graduate,No,1977,997,50,360,1,Semiurban
LP001334,Male,Yes,0,Not Graduate,No,4188,0,115,180,1,Semiurban
LP001343,Male,Yes,0,Graduate,No,1759,3541,131,360,1,Semiurban
LP001345,m,Yes,2,Not Graduate,No,4288,3263,133,180,1,Urban
LP001349,m,No,0,Graduate,No,4843,3806,151,360,1,Semiurban
LP001350,Male,Yes,,Graduate,No,13650,0,,360,1,Urban
LP001356,m,Yes,0,Graduate,No,4652,3583,,360,1,Semiurban
LP001357,Male,,,Graduate,No,3816,754,160,360,1,Urban
LP001367,Male,Yes,1,Graduate,No,3052,1030,100,360,1,Urban
LP001369,Male,Yes,2,Graduate,No,11417,1126,225,360,1,Urbun
LP001370,Male,No,0,Not Graduate,,7333,0,120,360,1,Rural
LP001379,Male,Yes,2,Graduate,No,3800,3600,216,360,0,Urban
LP001384,m,Yes,3+,Not Graduate,No,2071,754,94,480,1,Semiurban
LP001385,Male,No,0,Graduate,No,5316,0,136,360,1,Urban
LP001387,Female,Yes,0,Graduate,,2929,2333,139,360,1,Semiurban
LP001391,Male,Yes,0,Not Graduate,No,3572,4114,152,,0,Rurall
LP001392,f,No,1,Graduate,Yes,7451,0,,360,1,Semiurban
LP001398,m,No,0,Graduate,,5050,0,118,360,1,Semiurbn
LP001401,Male,Yes,1,Graduate,No,14583,0,185,180,1,Rural
LP001404,Female,Yes,0,Graduate,No,3167,2283,154,360,1,Semurban
LP001405,Male,Yes,1,Graduate,No,2214,1398,85,360,,Urban
LP001421,Male,Yes,0,Graduate,No,5568,2142,175,360,1,Rural
LP001422,Female,No,0,Graduate,No,10408,0,259,360,1,Urban
LP001426,Male,Yes,,Graduate,No,5667,2667,180,360,1,Rural
LP001430,Female,No,0,Graduate,No,4166,0,44,360,1,Semiurban
LP001431,Female,No,0,Graduate,No,2137,8980,137,360,0,Semiurban
LP001432,m,Yes,2,Graduate,No,2957,0,81,360,1,Semiurban
LP001439,m,Yes,0,Not Graduate,No,4300,2014,194,360,1,Rural
LP001443,Female,No,0,Graduate,No,3692,0,93,360,,Rural
LP001448,,Yes,3+,Graduate,No,23803,0,370,360,1,Rurel
LP001449,m,No,0,Graduate,No,3865,1640,,360,1,Rural
LP001451,m,Yes,1,Graduate,Yes,10513,3850,160,180,0,Uban
LP001465,Male,Yes,0,Graduate,No,6080,2569,182,360,,Rural
LP001469,Male,No,0,Graduate,Yes,20166,0,650,480,,Urban
LP001473,Male,No,0,Graduate,No,2014,1929,74,360,1,Urban
LP001478,m,No,0,Graduate,No,2718,0,70,360,1,Semiurban
LP001482,Male,Yes,0,Graduate,Yes,3459,0,25,120,1,Semiurban
LP001487,Male,No,0,Graduate,No,4895,0,102,360,1,Semurban
LP001488,Male,Yes,3+,Graduate,No,4000,7750,290,360,1,Semiurban
LP001489,Female,Yes,0,Graduate,No,4583,0,84,360,1,Rual
LP001491,Male,Yes,2,Graduate,Yes,3316,3500,88,360,1,Urban
LP001492,Male,No,0,Graduate,No,14999,0,242,360,0,Semiurben
LP001493,Male,Yes,2,Not Graduate,No,4200,1430,129,360,1,Rural
LP001497,Male,Yes,2,Graduate,No,5042,2083,185,360,1,Rural
LP001498,Male,No,0,Graduate,No,5417,0,168,360,1,Urban
LP001504,Male,No,0,Graduate,Yes,6950,0,175,180,1,Semiurban
LP001507,Male,Yes,0,Graduate,No,2698,2034,122,360,1,Semiurban
LP001508,m,Yes,2,Graduate,No,11757,0,187,180,1,Urban
LP001514,Female,Yes,0,Graduate,No,2330,4486,100,360,1,Semiurban
LP001516,Female,Yes,2,Graduate,No,14866,0,70,360,1,Uban
LP001518,Male,Yes,1,Graduate,No,1538,1425,30,360,1,Uban
LP001519,f,No,0,Graduate,No,10000,1666,225,360,1,Rual
LP001520,Male,Yes,0,Graduate,No,4860,830,125,360,1,Semiurban
LP001528,m,No,0,Graduate,No,6277,0,118,360,0,Rural
LP001529,Male,Yes,0,Graduate,Yes,2577,3750,152,360,1,Rurl
LP001531,m,No,0,Graduate,No,9166,0,244,360,1,Urban
LP001532,Male,Yes,2,Not Graduate,No,2281,0,113,360,1,Rurel
LP001535,Male,No,0,Graduate,No,3254,0,50,360,1,Urben
LP001536,Male,Yes,3+,Graduate,No,39999,0,600,180,0,Semiurban
LP001541,Male,Yes,1,Graduate,No,6000,0,160,360,,Rural
LP001543,Male,Yes,1,Graduate,No,9538,0,187,360,1,Urban
LP001546,Male,No,0,Graduate,,2980,2083,120,360,1,Rural
LP001552,Male,Yes,0,Graduate,No,4583,5625,255,360,1,Semiurban
LP001560,Male,Yes,0,Not Graduate,No,1863,1041,98,360,1,Semiurban
LP001562,Male,Yes,0,Graduate,No,7933,0,275,360,1,Urben
LP001565,Male,Yes,1,Graduate,No,3089,1280,121,360,0,Semiurban
LP001570,Male,Yes,2,Graduate,No,4167,1447,158,360,1,Rural
LP001572,Male,Yes,0,Graduate,No,9323,0,75,180,1,Urban
LP001574,Male,Yes,0,Graduate,No,3707,3166,182,,1,Rural
LP001577,Female,Yes,0,Graduate,No,4583,0,112,360,1,Rural
LP001578,Male,Yes,0,Graduate,No,2439,3333,129,360,1,Rurall
LP001579,Male,No,0,Graduate,No,2237,0,63,480,0,Semurban
LP001580,Male,Yes,2,Graduate,No,8000,0,200,360,1,Semiurban
LP001581,Male,Yes,0,Not Graduate,,1820,1769,95,360,1,Rural
LP001585,,Yes,3+,Graduate,No,51763,0,700,300,1,Urban
LP001586,Male,Yes,3+,Not Graduate,No,3522,0,81,180,1,Rural
LP001594,m,Yes,0,Graduate,No,5708,5625,187,360,1,Semiurban
LP001603,Male,Yes,0,Not Graduate,Yes,4344,736,87,360,1,Semiurban
LP001606,Male,Yes,0,Graduate,No,3497,1964,116,360,1,Rural
LP001608,m,Yes,2,Graduate,No,2045,1619,101,360,1,Rural
LP001610,m,Yes,3+,Graduate,No,5516,11300,495,360,0,Semiurban
LP001616,Male,Yes,1,Graduate,No,3750,0,116,360,1,Semiurban
LP001630,Male,No,0,Not Graduate,No,2333,1451,102,480,0,Urban
LP001633,Male,Yes,1,Graduate,No,6400,7250,180,360,0,Urban
LP001634,Male,No,0,Graduate,No,1916,5063,67,360,,Rural
LP001636,m,Yes,0,Graduate,No,4600,0,73,180,1,Semiurban
LP001637,Male,Yes,1,Graduate,No,33846,0,260,360,1,Semiurban
LP001639,Female,Yes,0,Graduate,No,3625,0,108,360,1,Semiurban
LP001640,Male,Yes,0,Graduate,Yes,39147,4750,120,360,1,Semiurban
LP001641,Male,Yes,1,Graduate,Yes,2178,0,66,300,0,Rural
LP001643,Male,Yes,0,Graduate,No,2383,2138,58,360,,Rural
LP001644,,Yes,0,Graduate,Yes,674,5296,168,360,1,Rural
LP001647,Male,Yes,0,Graduate,No,9328,0,188,180,1,Rural
LP001653,Male,No,0,Not Graduate,No,4885,0,48,360,1,Rural
LP001656,m,No,0,Graduate,No,12000,0,164,360,1,Semiurban
LP001657,Male,Yes,0,Not Graduate,No,6033,0,160,360,1,Urban
LP001658,Male,No,0,Graduate,No,3858,0,76,360,1,Semiurban
LP001664,Male,No,0,Graduate,No,4191,0,120,360,1,Rural
LP001665,Male,Yes,1,Graduate,No,3125,2583,170,360,1,Semiurban
LP001666,Male,No,0,Graduate,No,8333,3750,187,360,1,Rural
LP001669,Female,No,0,Not Graduate,No,1907,2365,120,,1,Urben
LP001671,Female,Yes,0,Graduate,No,3416,2816,113,360,,Semiurban
LP001673,Male,No,0,Graduate,Yes,11000,0,83,360,1,Urban
LP001674,Male,Yes,1,Not Graduate,No,2600,2500,90,360,1,Semiurben
LP001677,Male,No,2,Graduate,No,4923,0,166,360,0,Semiurban
LP001682,Male,Yes,3+,Not Graduate,No,3992,0,,180,1,Urban
LP001688,Male,Yes,1,Not Graduate,No,3500,1083,135,360,1,Urban
LP001691,Male,Yes,2,Not Graduate,No,3917,0,124,360,1,Semiurbn
LP001692,Female,No,0,Not Graduate,No,4408,0,120,360,1,Semiurban
LP001693,Female,No,0,Graduate,No,3244,0,80,360,1,Urben
LP001698,Male,No,0,Not Graduate,No,3975,2531,55,360,1,Rural
LP001699,Male,No,0,Graduate,No,2479,0,59,360,1,Urban
LP001702,m,No,0,Graduate,No,3418,0,127,360,1,Semiurban
LP001708,f,No,0,Graduate,No,10000,0,214,360,1,Semurban
LP001711,Male,Yes,3+,Graduate,No,3430,1250,128,360,0,Semiurban
LP001713,Male,Yes,1,Graduate,Yes,7787,0,240,360,1,Urban
LP001715,Male,Yes,3+,Not Graduate,Yes,5703,0,130,360,1,Rual
LP001716,Male,Yes,0,Graduate,No,3173,3021,137,360,1,Urban
LP001720,m,Yes,3+,Not Graduate,No,3850,983,100,360,1,Semiurban
LP001722,Male,Yes,0,Graduate,No,150,1800,135,360,1,Rual
LP001726,Male,Yes,0,Graduate,No,3727,1775,131,360,1,Semiurban
LP001732,Male,Yes,2,Graduate,,5000,0,72,360,0,Semiurban
LP001734,Female,Yes,2,Graduate,No,4283,2383,127,360,,Semiurban
LP001736,Male,Yes,0,Graduate,No,2221,0,60,360,0,Urban
LP001743,m,Yes,2,Graduate,No,4009,1717,116,360,1,Semiurban
LP001744,m,No,0,Graduate,No,2971,2791,144,360,1,Semiurban
LP001749,Male,Yes,0,Graduate,No,7578,1010,175,,1,Semiurban
LP001750,Male,Yes,0,Graduate,No,6250,0,128,360,1,Semiurbn
LP001751,m,Yes,0,Graduate,No,3250,0,170,360,1,Rural
LP001754,Male,Yes,,Not Graduate,Yes,4735,0,138,360,1,Urban
LP001758,Male,Yes,2,Graduate,No,6250,1695,210,360,1,Semiurban
LP001760,Male,,,Graduate,No,4758,0,158,480,1,Semiurban
LP001761,Male,No,0,Graduate,Yes,6400,0,200,360,1,Rural
LP001765,Male,Yes,1,Graduate,No,2491,2054,104,360,1,Semiurban
LP001768,m,Yes,0,Graduate,,3716,0,42,180,1,Rurl
LP001770,Male,No,0,Not Graduate,No,3189,2598,120,,1,Rural
LP001776,f,No,0,Graduate,No,8333,0,280,360,1,Semiurbn
LP001778,Male,Yes,1,Graduate,No,3155,1779,140,360,1,Semiurban
LP001784,Male,Yes,1,Graduate,No,5500,1260,170,360,1,Rural
LP001786,Male,Yes,0,Graduate,,5746,0,255,360,,Urbun
LP001788,Female,No,0,Graduate,Yes,3463,0,122,360,,Urban
LP001790,Female,No,1,Graduate,No,3812,0,112,360,1,Rural
LP001792,Male,Yes,1,Graduate,No,3315,0,96,360,1,Semurban
LP001798,Male,Yes,2,Graduate,No,5819,5000,120,360,1,Rural
LP001800,m,Yes,1,Not Graduate,No,2510,1983,140,180,1,Urban
LP001806,Male,No,0,Graduate,No,2965,5701,155,60,1,Urben
LP001807,Male,Yes,2,Graduate,Yes,6250,1300,108,360,1,Rural
LP001811,Male,Yes,0,Not Graduate,No,3406,4417,123,360,1,Semiurbn
LP001813,Male,No,0,Graduate,Yes,6050,4333,120,180,1,Urban
LP001814,Male,Yes,2,Graduate,No,9703,0,112,360,1,Urban
LP001819,Male,Yes,1,Not Graduate,No,6608,0,137,180,1,Uban
LP001824,Male,Yes,1,Graduate,No,2882,1843,123,480,1,Semiurban
LP001825,Male,Yes,0,Graduate,No,1809,1868,90,360,1,Urban
LP001835,Male,Yes,0,Not Graduate,No,1668,3890,201,360,0,Semiurban
LP001836,Female,No,2,Graduate,No,3427,0,138,360,1,Urban
LP001841,Male,No,0,Not Graduate,Yes,2583,2167,104,360,1,Rural
LP001843,m,Yes,1,Not Graduate,No,2661,7101,279,180,1,Semiurbn
LP001844,Male,No,0,Graduate,Yes,16250,0,192,360,0,Urban
LP001846,Female,No,3+,Graduate,No,3083,0,255,360,1,Rural
LP001849,Male,No,0,Not Graduate,No,6045,0,115,360,0,Rurel
LP001854,m,Yes,3+,Graduate,No,5250,0,94,360,1,Urbun
LP001859,Male,Yes,0,Graduate,No,14683,2100,304,360,1,Rual
LP001864,Male,Yes,3+,Not Graduate,No,4931,0,128,360,,Semiurban
LP001865,Male,Yes,1,Graduate,No,6083,4250,330,360,,Urban
LP001868,Male,No,0,Graduate,No,2060,2209,134,360,1,Semiurban
LP001870,Female,No,1,Graduate,No,3481,0,155,36,1,Semiurban
LP001871,Female,No,0,Graduate,No,7200,0,120,360,1,Rual
LP001872,m,No,0,Graduate,Yes,5166,0,128,360,1,Semiurban
LP001875,Male,No,0,Graduate,No,4095,3447,151,360,1,Rural
LP001877,Male,Yes,2,Graduate,No,4708,1387,150,360,1,Semiurban
LP001882,Male,Yes,3+,Graduate,No,4333,1811,160,360,0,Urban
LP001883,Female,No,0,Graduate,,3418,0,135,360,1,Rural
LP001884,f,No,1,Graduate,No,2876,1560,90,360,1,Urbn
LP001888,Female,No,0,Graduate,No,3237,0,30,360,1,Urban
LP001891,Male,Yes,0,Graduate,No,11146,0,136,360,1,Urban
LP001892,Male,No,0,Graduate,No,2833,1857,126,360,1,Rural
LP001894,m,Yes,0,Graduate,No,2620,2223,150,360,1,Semiurban
LP001896,m,Yes,2,Graduate,No,3900,0,90,360,1,Semiurben
LP001900,Male,Yes,1,Graduate,No,2750,1842,115,360,1,Semiurbn
LP001903,Male,Yes,0,Graduate,No,3993,3274,207,360,1,Semiurban
LP001904,Male,Yes,0,Graduate,No,3103,1300,80,360,1,Urban
LP001907,Male,Yes,0,Graduate,No,14583,0,436,360,1,Semiurbn
LP001908,Female,Yes,0,Not Graduate,No,4100,0,124,360,,Rural
LP001910,m,No,1,Not Graduate,Yes,4053,2426,158,360,0,Urban
LP001914,Male,Yes,0,Graduate,No,3927,800,112,360,1,Semiurban
LP001915,m,Yes,2,Graduate,No,2301,985.7999878,78,180,1,Uban
LP001917,f,No,0,Graduate,No,1811,1666,54,360,1,Urban
LP001922,Male,Yes,0,Graduate,No,20667,0,,360,1,Rural
LP001924,m,No,0,Graduate,No,3158,3053,89,360,1,Rurall
LP001925,Female,No,0,Graduate,Yes,2600,1717,99,300,1,Semiurben
LP001926,Male,Yes,0,Graduate,No,3704,2000,120,360,1,Rural
LP001931,Female,No,0,Graduate,No,4124,0,115,360,1,Semiurban
LP001935,Male,No,0,Graduate,No,9508,0,187,360,1,Rural
LP001936,Male,Yes,0,Graduate,No,3075,2416,139,360,1,Rurall
LP001938,Male,Yes,2,Graduate,No,4400,0,127,360,0,Semiurban
LP001940,Male,Yes,2,Graduate,No,3153,1560,134,360,1,Urben
LP001945,Female,No,,Graduate,No,5417,0,143,480,0,Urban
LP001947,Male,Yes,0,Graduate,No,2383,3334,172,360,1,Semiurbn
LP001949,Male,Yes,3+,Graduate,,4416,1250,110,360,1,Uban
LP001953,Male,Yes,1,Graduate,No,6875,0,200,360,1,Semiurban
LP001954,Female,Yes,1,Graduate,No,4666,0,135,360,1,Uban
LP001955,Female,No,0,Graduate,No,5000,2541,151,480,1,Rural
LP001963,Male,Yes,1,Graduate,No,2014,2925,113,360,1,Urban
LP001964,Male,Yes,0,Not Graduate,No,1800,2934,93,360,0,Urban
LP001972,Male,Yes,,Not Graduate,No,2875,1750,105,360,1,Semiurban
LP001974,f,No,0,Graduate,No,5000,0,132,360,1,Rurel
LP001977,Male,Yes,1,Graduate,No,1625,1803,96,360,1,Urban
LP001978,Male,No,0,Graduate,No,4000,2500,140,360,1,Rural
LP001990,Male,No,0,Not Graduate,No,2000,0,,360,1,Urban
LP001993,Female,No,0,Graduate,No,3762,1666,135,360,1,Rual
LP001994,Female,No,0,Graduate,No,2400,1863,104,360,0,Urban
LP001996,Male,No,0,Graduate,No,20233,0,480,360,1,Rural
LP001998,Male,Yes,2,Not Graduate,No,7667,0,185,360,,Rural
LP002002,f,No,0,Graduate,No,2917,0,84,360,1,Semiurban
LP002004,Male,No,0,Not Graduate,No,2927,2405,111,360,1,Semurban
LP002006,Female,No,0,Graduate,No,2507,0,56,360,1,Rurel
LP002008,Male,Yes,2,Graduate,Yes,5746,0,144,84,,Rural
LP002024,,Yes,0,Graduate,No,2473,1843,159,360,1,Rural
LP002031,m,Yes,1,Not Graduate,No,3399,1640,111,180,1,Urban
LP002035,m,Yes,2,Graduate,No,3717,0,120,360,1,Semiurben
LP002036,Male,Yes,0,Graduate,No,2058,2134,88,360,,Urban
LP002043,Female,No,1,Graduate,No,3541,0,112,360,,Semiurban
LP002050,m,Yes,1,Graduate,Yes,10000,0,155,360,1,Rural
LP002051,Male,Yes,0,Graduate,No,2400,2167,115,360,1,Semiurban
LP002053,m,Yes,3+,Graduate,No,4342,189,124,360,1,Semiurban
LP002054,m,Yes,2,Not Graduate,No,3601,1590,,360,1,Rural
LP002055,Female,No,0,Graduate,No,3166,2985,132,360,,Rural
LP002065,Male,Yes,3+,Graduate,No,15000,0,300,360,1,Rural
LP002067,Male,Yes,1,Graduate,Yes,8666,4983,376,360,0,Rural
LP002068,m,No,0,Graduate,No,4917,0,130,360,0,Rural
LP002082,Male,Yes,0,Graduate,Yes,5818,2160,184,360,1,Semiurban
LP002086,Female,Yes,0,Graduate,No,4333,2451,110,360,1,Urbun
LP002087,Female,No,0,Graduate,No,2500,0,67,360,1,Urban
LP002097,m,No,1,Graduate,No,4384,1793,117,360,1,Urban
LP002098,m,No,0,Graduate,No,2935,0,98,360,1,Semiurbn
LP002100,Male,No,,Graduate,No,2833,0,71,360,1,Urben
LP002101,Male,Yes,0,Graduate,,63337,0,490,180,1,Urban
LP002103,,Yes,1,Graduate,Yes,9833,1833,182,180,1,Urban
LP002106,Male,Yes,,Graduate,Yes,5503,4490,70,,1,Semiurbn
LP002110,Male,Yes,1,Graduate,,5250,688,160,360,1,Rurel
LP002112,Male,Yes,2,Graduate,Yes,2500,4600,176,360,1,Rural
LP002113,Female,No,3+,Not Graduate,No,1830,0,,360,0,Urban
LP002114,f,No,0,Graduate,No,4160,0,71,360,1,Semiurban
LP002115,m,Yes,3+,Not Graduate,No,2647,1587,173,360,1,Rurall
LP002116,f,No,0,Graduate,No,2378,0,46,360,1,Rural
LP002119,Male,Yes,1,Not Graduate,No,4554,1229,158,360,1,Urban
LP002126,Male,Yes,3+,Not Graduate,No,3173,0,74,360,1,Semiurban
LP002128,Male,Yes,2,Graduate,,2583,2330,125,360,1,Rural
LP002129,m,Yes,0,Graduate,No,2499,2458,160,360,1,Semiurban
LP002130,Male,Yes,,Not Graduate,No,3523,3230,152,360,0,Rural
LP002131,Male,Yes,2,Not Graduate,No,3083,2168,126,360,1,Urban
LP002137,m,Yes,0,Graduate,No,6333,4583,259,360,,Semiurben
LP002138,m,Yes,0,Graduate,No,2625,6250,187,360,1,Rural
LP002139,Male,Yes,0,Graduate,No,9083,0,228,360,1,Semiurban
LP002140,Male,No,0,Graduate,No,8750,4167,308,360,1,Rural
LP002141,Male,Yes,3+,Graduate,No,2666,2083,95,360,1,Rural
LP002142,Female,Yes,0,Graduate,Yes,5500,0,105,360,0,Rurall
LP002143,Female,Yes,0,Graduate,No,2423,505,130,360,1,Semiurban
LP002144,Female,No,,Graduate,No,3813,0,116,180,1,Urban
LP002149,m,Yes,2,Graduate,No,8333,3167,165,360,1,Rural
LP002151,Male,Yes,1,Graduate,No,3875,0,67,360,1,Urban
LP002158,Male,Yes,0,Not Graduate,No,3000,1666,100,480,0,Urban
LP002160,Male,Yes,3+,Graduate,No,5167,3167,200,360,1,Semiurban
LP002161,Female,No,1,Graduate,No,4723,0,81,360,1,Semiurban
LP002170,m,Yes,2,Graduate,No,5000,3667,236,360,1,Semiurban
LP002175,Male,Yes,0,Graduate,No,4750,2333,130,360,1,Urban
LP002178,Male,Yes,0,Graduate,No,3013,3033,95,300,,Urban
LP002180,Male,No,0,Graduate,Yes,6822,0,141,360,1,Rural
LP002181,Male,No,0,Not Graduate,No,6216,0,133,360,1,Rural
LP002187,Male,No,0,Graduate,No,2500,0,96,480,1,Semiurban
LP002188,m,No,0,Graduate,No,5124,0,124,,0,Rurel
LP002190,Male,Yes,1,Graduate,No,6325,0,175,360,1,Semiurban
LP002191,Male,Yes,0,Graduate,No,19730,5266,570,360,1,Rural
LP002194,Female,No,0,Graduate,Yes,15759,0,55,360,1,Semiurban
LP002197,Male,Yes,2,Graduate,No,5185,0,155,360,1,Semiurban
LP002201,Male,Yes,2,Graduate,Yes,9323,7873,380,300,1,Rurel
LP002205,Male,No,1,Graduate,No,3062,1987,111,180,0,Urbn
LP002209,f,No,0,Graduate,,2764,1459,110,360,1,Urban
LP002211,Male,Yes,0,Graduate,No,4817,923,120,180,1,Urban
LP002219,Male,Yes,3+,Graduate,No,8750,4996,130,360,1,Rurall
LP002223,Male,Yes,0,Graduate,No,4310,0,130,360,,Semiurbn
LP002224,Male,No,0,Graduate,No,3069,0,71,480,1,Urben
LP002225,Male,Yes,2,Graduate,No,5391,0,130,360,1,Urban
LP002226,m,Yes,0,Graduate,,3333,2500,128,360,1,Semiurban
LP002229,Male,No,0,Graduate,No,5941,4232,296,360,1,Semiurban
LP002231,Female,No,0,Graduate,No,6000,0,156,360,1,Uban
LP002234,Male,No,0,Graduate,Yes,7167,0,128,360,1,Urben
LP002236,Male,Yes,2,Graduate,No,4566,0,100,360,1,Urban
LP002237,Male,No,1,Graduate,,3667,0,113,180,1,Urban
